1 0.000000 1.232643
2 0.000000 0.000000
3 0.000000 0.000000
4 0.000000 0.000000
5 0.000000 0.000000
1 10.010000 1.231343
2 10.010000 0.000313
3 10.010000 0.000000
4 10.010000 0.000000
5 10.010000 0.000000
1 20.000000 1.233342
2 20.000000 0.000291
3 20.000000 0.000000
4 20.000000 0.000000
5 20.000000 0.000000
1 30.000000 1.232412
2 30.000000 0.000366
3 30.000000 0.000001
4 30.000000 0.000000
5 30.000000 0.000000
1 40.000000 1.230493
2 40.000000 0.001326
3 40.000000 0.000003
4 40.000000 0.000000
5 40.000000 0.000000
1 50.010000 1.232158
2 50.010000 0.001261
3 50.010000 0.000003
4 50.010000 0.000000
5 50.010000 0.000000
1 60.010000 1.231208
2 60.010000 0.001476
3 60.010000 0.000007
4 60.010000 0.000000
5 60.010000 0.000000
1 70.010000 1.228848
2 70.010000 0.003302
3 70.010000 0.000017
4 70.010000 0.000000
5 70.010000 0.000000
1 80.000000 1.230002
2 80.000000 0.003201
3 80.000000 0.000020
4 80.000000 0.000000
5 80.000000 0.000000
1 90.000000 1.229059
2 90.000000 0.003353
3 90.000000 0.000032
4 90.000000 0.000000
5 90.000000 0.000000
1 100.000000 1.226415
2 100.000000 0.006183
3 100.000000 0.000057
4 100.000000 0.000001
5 100.000000 0.000000
1 110.000000 1.226864
2 110.000000 0.006071
3 110.000000 0.000069
4 110.000000 0.000001
5 110.000000 0.000000
1 120.000000 1.225987
2 120.000000 0.006043
3 120.000000 0.000093
4 120.000000 0.000002
5 120.000000 0.000000
1 130.000000 1.223173
2 130.000000 0.009879
3 130.000000 0.000143
4 130.000000 0.000003
5 130.000000 0.000000
1 140.000000 1.222744
2 140.000000 0.009825
3 140.000000 0.000179
4 140.000000 0.000005
5 140.000000 0.000000
1 150.000000 1.222030
2 150.000000 0.009580
3 150.000000 0.000213
4 150.000000 0.000006
5 150.000000 0.000000
1 160.010000 1.219084
2 160.010000 0.014281
3 160.010000 0.000298
4 160.010000 0.000010
5 160.010000 0.000000
1 170.010000 1.217674
2 170.010000 0.014418
3 170.010000 0.000385
4 170.010000 0.000014
5 170.010000 0.000001
1 180.010000 1.217211
2 180.010000 0.013986
3 180.010000 0.000417
4 180.010000 0.000018
5 180.010000 0.000001
1 190.010000 1.214113
2 190.010000 0.019270
3 190.010000 0.000557
4 190.010000 0.000028
5 190.010000 0.000001
1 200.010000 1.211700
2 200.010000 0.019809
3 200.010000 0.000729
4 200.010000 0.000037
5 200.010000 0.000002
1 210.010000 1.211552
2 210.010000 0.019248
3 210.010000 0.000741
4 210.010000 0.000043
5 210.010000 0.000003
1 220.010000 1.208217
2 220.010000 0.024741
3 220.010000 0.000963
4 220.010000 0.000064
5 220.010000 0.000004
1 230.010000 1.204894
2 230.010000 0.025957
3 230.010000 0.001259
4 230.010000 0.000085
5 230.010000 0.000007
1 240.010000 1.205046
2 240.010000 0.025329
3 240.010000 0.001231
4 240.010000 0.000088
5 240.010000 0.000008
1 250.010000 1.201374
2 250.010000 0.030617
3 250.010000 0.001570
4 250.010000 0.000128
5 250.010000 0.000010
1 260.010000 1.197336
2 260.010000 0.032812
3 260.010000 0.002021
4 260.010000 0.000171
5 260.010000 0.000017
1 270.010000 1.197674
2 270.010000 0.032156
3 270.010000 0.001943
4 270.010000 0.000168
5 270.010000 0.000018
1 280.010000 1.193587
2 280.010000 0.036846
3 280.010000 0.002431
4 280.010000 0.000232
5 280.010000 0.000025
1 290.010000 1.189096
2 290.010000 0.040306
3 290.010000 0.003051
4 290.010000 0.000311
5 290.010000 0.000036
1 300.010000 1.189404
2 300.010000 0.039626
3 300.010000 0.002935
4 300.010000 0.000304
5 300.010000 0.000038
1 310.010000 1.184882
2 310.010000 0.043406
3 310.010000 0.003583
4 310.010000 0.000391
5 310.010000 0.000054
1 320.010000 1.180217
2 320.010000 0.048334
3 320.010000 0.004364
4 320.010000 0.000518
5 320.010000 0.000070
1 330.010000 1.180203
2 330.010000 0.047608
3 330.010000 0.004256
4 330.010000 0.000526
5 330.010000 0.000076
1 340.010000 1.175309
2 340.010000 0.050290
3 340.010000 0.005045
4 340.010000 0.000631
5 340.010000 0.000105
1 350.010000 1.170710
2 350.010000 0.056752
3 350.010000 0.005951
4 350.010000 0.000809
5 350.010000 0.000130
1 360.010000 1.170043
2 360.010000 0.055959
3 360.010000 0.005931
4 360.010000 0.000867
5 360.010000 0.000148
1 370.010000 1.164931
2 370.010000 0.057493
3 370.010000 0.006808
4 370.010000 0.000990
5 370.010000 0.000184
1 380.010000 1.160547
2 380.010000 0.065388
3 380.010000 0.007795
4 380.010000 0.001213
5 380.010000 0.000234
1 390.010000 1.158913
2 390.010000 0.064535
3 390.010000 0.007962
4 390.010000 0.001354
5 390.010000 0.000269
1 400.010000 1.153812
2 400.010000 0.065007
3 400.010000 0.008849
4 400.010000 0.001511
5 400.010000 0.000304
1 410.010000 1.149677
2 410.010000 0.074059
3 410.010000 0.009887
4 410.010000 0.001774
5 410.010000 0.000401
1 420.010000 1.146841
2 420.010000 0.073209
3 420.010000 0.010336
4 420.010000 0.002009
5 420.010000 0.000454
1 430.010000 1.142016
2 430.010000 0.072811
3 430.010000 0.011140
4 430.010000 0.002228
5 430.010000 0.000493
1 440.010000 1.138042
2 440.010000 0.082600
3 440.010000 0.012244
4 440.010000 0.002543
5 440.010000 0.000643
1 450.010000 1.133897
2 450.010000 0.081896
3 450.010000 0.013052
4 450.010000 0.002859
5 450.010000 0.000726
1 460.010000 1.129589
2 460.010000 0.080869
3 460.010000 0.013670
4 460.010000 0.003147
5 460.010000 0.000788
1 470.010000 1.125590
2 470.010000 0.090883
3 470.010000 0.014907
4 470.010000 0.003559
5 470.010000 0.000968
1 480.010000 1.120205
2 480.010000 0.090556
3 480.010000 0.016126
