16 1.309000e+03 1.168382e+00 1.229197e+00
24 3.910000e+03 1.170256e+00 1.231784e+00
36 1.139200e+04 1.171272e+00 1.232872e+00
54 3.266800e+04 1.171676e+00 1.233339e+00
82 9.616500e+04 1.171874e+00 1.233546e+00
122 2.597880e+05 1.110311e+00 1.233631e+00
#182 1.108230e+06 1.987093e-02 1.233670e+00
